161171.603256,531017.291005,781142.701437,1476086.90956,2683036.44876,3157209.58253,4678002.81903,6660734.23337,7849425.14745,9749594.94721,10668924.8228,11977157.2209,12970369.1244,13979657.3319,15383243.7327,17146880.4417,18963686.5402,21013411.0538,23574306.9121,26127237.9521,28033075.5698,29354113.2422,31483732.9048,35304541.7382,36416686.77,38926992.8494,41667136.9156,44708992.6442,46488699.3837,47723125.5524,49636753.4561,52176370.6596,54429209.6812,56888160.6795,59290844.0773,61928138.7132,64726715.6061,68300444.7297,71019237.1286,74084374.0929,76880391.2163,79526257.3593,82449597.8817,84285927.5897,85532813.5643,88900727.9349,91546509.7056,
0,369837.547986,619962.910419,1314905.09521,2521855.2268,2996027.64286,4516822.92397,6499554.68187,7688243.27675,9588417.02051,10507748.2464,11815981.2743,12809193.4628,13818481.5142,15222067.593,16985703.317,18802507.7864,20852231.9153,23413125.9509,25966055.9278,27871892.9218,29192931.2549,31322551.6074,35143361.1359,36255506.5689,38765813.234,41505957.9727,44547814.3528,46327521.3216,47561947.4544,49475575.3232,52015192.3232,54268031.2322,56726981.9307,59129665.0773,61766959.287,64565535.9147,68139264.594,70858056.4437,73923192.8699,76719209.6083,79365075.3083,82288415.5313,84124744.5849,85371630.648,88739544.5324,91385326.3683,
0,0,250107.848744,945056.025751,2152010.74331,2626182.68872,4146977.43711,6129706.11002,7318398.41429,9218572.75208,10137905.1259,11446138.9375,12439330.3979,13448637.1943,14852221.2466,16615855.3865,18432657.9315,20482381.5009,23043273.0277,25596201.11,27502037.2815,28823076.8188,30952698.8344,34773510.1286,35885656.1855,38395963.8083,41136109.1545,44177966.1761,45957673.2004,47192098.8141,49105726.2111,51645342.5167,53898180.6585,56357130.632,58759813.2625,61397106.6093,64195682.4223,67769409.8558,70488201.197,73553336.9916,76349353.0159,78995218.2744,81918557.9315,83754886.8933,85001773.3907,88369688.6003,91015470.9549,
0,0,0,694939.479063,1901890.56959,2376063.05352,3896858.61701,5879589.85629,7068280.05823,8968450.11972,9887779.08604,11196007.7637,12189196.2169,13198497.7491,14602076.6691,16365706.2484,18182505.3756,20232224.803,22793113.2366,25346037.7611,27251872.3753,28572914.377,30702539.7022,34523354.7214,35635502.3886,38145812.651,40885960.3449,43927819.936,45707527.9811,46941952.8274,48855579.7899,51395194.6574,53648031.6958,56106980.3474,58509661.6763,61146953.7309,63945528.1607,67519253.7074,70238043.7112,73303177.9077,76099192.5962,78745056.4857,81668395.2812,83504723.0876,84751610.0725,88119526.0097,90765308.5443,
0,0,0,0,1206946.27814,1681121.15041,3201914.03656,5184642.47443,6373334.57933,8273501.52132,9192824.90494,10501045.5603,11494225.5698,12503519.4666,13907065.6415,15670709.6864,17487500.988,19537215.7574,22098096.2544,24651014.3254,26556845.9434,27877893.0722,30007525.4095,33828348.0889,34940498.7166,37450813.8602,40190965.3822,43232829.0731,45012538.644,46246961.6213,48160587.2271,50700199.103,52953033.6113,55411979.6597,57814658.8114,60451947.7485,63250519.3195,66824241.1657,69543028.8947,72608160.1708,75404172.4369,78050034.6565,80973371.5716,82809698.1239,84056586.3608,87424505.7848,90070290.1327,
0,0,0,0,0,474168.311004,1994959.17597,3977685.93053,5166374.92077,7066542.43903,7985864.77722,9294079.6274,10287249.6584,11296516.7234,12700068.1072,14463678.5566,16280483.8056,18330161.3254,20891063.33,23443972.737,25349800.9495,26670855.4433,28800498.4694,32621332.8163,33733487.7471,36243809.7863,38983966.4927,42025835.8386,43805547.4697,45039968.1279,46953592.4705,49493200.9873,51746032.3904,54204974.9653,56607651.5435,59244936.9078,62043504.9695,65617221.8767,68336006.4698,71401134.1752,74197143.396,76843002.881,79766337.5798,81602661.5621,82849551.8509,86217475.4557,88863261.2847,
0,0,0,0,0,0,1520783.76988,3503511.55637,4692200.15094,6592364.21607,7511679.57277,8819885.35765,9813047.58225,10822306.974,12225849.0479,13989452.6585,15806251.5977,17855925.6588,20416821.5067,22969726.026,24875552.2565,26196611.4678,28326260.8252,32147102.3622,33259260.0123,35769586.5326,38509746.8644,41551620.0437,43331333.1827,44565752.2622,46479375.7956,49018981.9612,51271811.4632,53730751.8263,56133426.4746,58770709.5266,61569275.3915,65142989.1833,67861771.9773,70926897.4817,73722904.6611,76368762.7726,79292096.1143,81128418.9108,82375310.2569,85743236.3801,88389023.4851,
0,0,0,0,0,0,0,1982726.0619,3171412.88314,5071574.2693,5990869.72552,7299051.9269,8292209.56327,9301449.17315,10704967.6893,12468551.869,14285332.1107,16334995.3093,18895873.8614,21448764.153,23354585.3119,24675658.6404,26805326.1787,30626189.1342,31738354.9103,34248694.753,36988867.0129,40030752.2411,41810469.628,43044885.8442,44958507.7431,47498109.0074,49750933.9984,52209869.3673,54612538.9239,57249816.2466,60048376.5066,63622081.9229,66340859.2402,69405978.1142,72201979.6127,74847832.5705,77771161.1309,79607479.4606,80854372.9127,84222302.4668,86868090.6129,
0,0,0,0,0,0,0,0,1188677.52858,3088834.63433,4008104.81403,5316252.11491,6309367.29402,7318585.68468,8722055.17314,10485632.4604,12302373.6692,14352052.7657,16912887.2495,19465762.516,21371579.6923,22692676.8927,24822375.0578,28643273.2058,29755451.599,32265811.9417,35006001.5818,38047904.2159,39827627.7772,41062039.5227,42975659.1867,45515253.5009,47768072.296,50227000.5734,52629664.0471,55266933.3849,58065485.9719,61639180.6535,64357951.1167,67423061.5036,70219056.1708,72864903.2126,75788226.2816,77624539.4073,78871436.2515,82239373.1771,84885164.457,
0,0,0,0,0,0,0,0,0,1900142.92931,2819389.92187,4127495.07972,5120596.47023,6129781.71414,7533243.90211,9296794.30933,11113544.348,13163196.7005,15724048.3124,18276917.7497,20182733.9567,21503847.07,23633565.0718,27454486.3738,28566672.5118,31077045.7278,33817245.7271,36859158.2642,38638885.1563,39873294.501,41786912.828,44326503.4234,46579318.7396,49038243.6034,51440903.8335,54078168.7475,56876716.784,60450405.6691,63169172.4716,66234278.3339,69030269.3547,71676113.4555,74599433.7611,76435744.3079,77682643.3762,81050584.7433,83696378.2329,
