18315.8659664,60813.160132,90067.0188442,168945.291864,302310.805099,355120.097803,525167.0914,745891.594722,876982.251017,1089748.23527,1190178.65935,1334019.78511,1443611.47362,1555402.56537,1713353.2253,1910839.66285,2112435.64763,2340396.80059,2625894.97449,2913884.04909,3126162.06924,3271028.05969,3504674.31111,3926775.22824,4050282.20475,4327758.47439,4630089.62758,4967147.24276,5163093.32306,5298935.07082,5511896.10211,5791460.64935,6043092.41734,6313077.95056,6578084.22401,6867097.95152,7176232.7539,7573541.36044,7874438.53858,8215761.55354,8525275.4027,8818725.54298,9146156.96802,9347808.93844,9486412.9399,9858534.76908,10152342.8152,
0,42496.8287042,71750.1537047,150629.124368,283995.045717,336804.552189,506851.871533,727576.360934,858666.90096,1071432.97384,1171863.48134,1315704.72852,1425296.29441,1537087.34304,1695037.89748,1892524.18356,2094120.03751,2322081.14865,2607579.32634,2895567.92566,3107845.92927,3252712.18272,3486351.10492,3908459.2816,4031966.14854,4309442.64428,4611774.10484,4948831.43244,5144778.08156,5280619.35169,5493580.70302,5773145.04168,6024776.31705,6294762.73017,6559768.07395,6848781.92575,7157916.60587,7555225.07276,7856121.88457,8197445.20095,8506959.42725,8800409.29832,9127841.10794,9329492.44615,9468096.21726,9840218.54397,10134026.6371,
0,0,29248.009426,108128.603597,241495.855464,294305.193232,464351.882723,685076.286424,816167.196713,1028933.57805,1129364.5898,1273206.66879,1382796.79252,1494590.02145,1652540.91054,1850027.43675,2051623.4359,2279584.83429,2565083.39922,2853067.35593,3065343.79012,3210216.2052,3443855.24725,3865963.01094,3989469.85215,4266946.10585,4569277.27228,4906334.94243,5102281.07637,5238122.66823,5451083.55431,5730647.96842,5982279.54233,6252265.79714,6517271.85283,6806285.22555,7115420.55777,7512728.56183,7813625.58296,8154948.98067,8464463.13189,8757912.98366,9085344.58278,9286996.89553,9425600.82254,9797722.62138,10091531.0082,
0,0,0,78880.9262017,212245.503987,265054.890396,435101.67817,655826.023327,786916.266151,999681.881851,1100111.51409,1243952.13507,1353542.85284,1465332.99987,1623282.5636,1820767.91501,2022362.74904,2250323.86779,2535821.52973,2823804.70377,3036086.74054,3180953.73633,3414593.43875,3836702.12746,3960209.13322,4237686.05974,4540017.67672,4877075.7419,5073022.19228,5208863.15956,5421824.29454,5701388.43069,5953019.79437,6223005.58515,6488011.18571,6777024.51977,7086159.1004,7483467.352,7784363.92982,8125686.74614,8435200.49028,8728650.51844,9056081.97439,9257734.0183,9396337.95056,9768460.12793,10062268.2558,
0,0,0,0,133365.331025,186175.112795,356220.602399,576945.006416,708034.950955,920800.308294,1021229.57731,1165070.05172,1274658.88484,1386450.13787,1544398.79605,1741883.66772,1943477.33656,2171438.53239,2456935.74721,2744918.10593,2957200.12448,3102067.45892,3335707.76122,3757817.09425,3881324.33154,4158801.45666,4461133.45044,4798192.46402,4994138.77672,5129979.97926,5342941.1209,5622504.96251,5874136.61394,6144122.1033,6409127.66842,6698140.53853,7007274.8852,7404582.92724,7705478.66243,8046801.80337,8356315.87001,8649765.79372,8977196.64473,9178848.76076,9317452.94819,9689575.31345,9983383.79513,
0,0,0,0,0,52809.4487383,222854.458926,443580.421248,574670.463827,787436.20436,887866.149821,1031706.49413,1141296.00369,1253085.26476,1411033.45791,1608518.71072,1810107.79137,2038072.72238,2323569.63479,2611550.7905,2823826.79383,2968699.93916,3202340.92071,3624450.89044,3747958.5626,4025436.28034,4327768.81885,4664828.27686,4860774.73857,4996615.64004,5209576.95162,5489140.95093,5740772.77638,6010758.02039,6275763.58051,6564775.70507,6873909.76213,7271217.33862,7572113.12102,7913435.81593,8222949.33036,8516399.24576,8843831.14297,9045482.20033,9184086.3728,9556209.39432,9850017.55731,
0,0,0,0,0,0,170044.211756,390771.305309,521861.406646,734628.051327,835056.467335,978896.705807,1088484.24785,1200274.50319,1358219.34662,1555704.55053,1757291.40861,1985257.2085,2270752.4144,2558732.63538,2771008.46343,2915881.9812,3149523.48629,3571634.07662,3695141.9951,3972620.20016,4274953.27433,4612013.67035,4807960.2849,4943801.20876,5156762.23571,5436326.09797,5687957.55779,5957942.43236,6222947.86909,6511959.86113,6821093.20815,7218401.10169,7519295.92031,7860619.05558,8170132.34438,8463581.9785,8791012.84394,8992664.49391,9131269.01429,9503392.3875,9797200.00912,
0,0,0,0,0,0,0,220727.387431,351816.066046,564584.373432,665012.151775,808851.491071,918439.945192,1030225.91342,1188170.49363,1385653.31991,1587237.15949,1815202.39605,2100695.61153,2388672.95452,2600948.94082,2745823.41506,2979465.94934,3401578.25252,3525087.09981,3802567.05296,4104901.69844,4441963.5229,4637910.67808,4773751.54538,4986712.7207,5266276.49387,5517908.21939,5787892.603,6052897.08844,6341908.61265,6651041.22164,7048348.38906,7349242.58689,7690564.72747,8000077.2937,8293527.1747,8620957.27349,8822608.51269,8961212.96508,9333335.6585,9627143.68048,
0,0,0,0,0,0,0,0,131086.468544,343855.385436,444278.840579,588114.662781,697698.082351,809482.243028,967420.955245,1164898.10184,1366481.6007,1594442.62634,1879933.18931,2167907.27727,2380190.87574,2525060.91005,2758707.01267,3180823.67587,3304333.9939,3581817.54982,3884154.23716,4221219.46619,4417167.96961,4553008.1907,4765969.82572,5045532.81521,5297164.43735,5567147.47808,5832151.4182,6121161.55941,6430292.92692,6827599.10268,7128491.76136,7469813.18561,7779324.92768,8072774.35218,8400204.19217,8601853.76861,8740459.26708,9112582.62737,9406390.40647,
0,0,0,0,0,0,0,0,0,212766.200543,313188.871903,457023.65078,566608.91377,678391.427584,836327.147562,1033803.43646,1235380.75334,1463346.60653,1748836.55973,2036809.35165,2249085.92553,2393964.37726,2627611.30847,3049729.54292,3173240.52084,3450725.43365,3753063.15608,4090129.07758,4286078.01057,4421918.17813,4634879.53796,4914442.70882,5166074.50628,5436057.16968,5701060.99822,5990070.69647,6299201.34912,6696507.19727,6997399.41057,7338720.44784,7648232.22758,7941681.65052,8269111.38541,8470760.88824,8609366.28478,8981490.35359,9275298.15746,
0,0,0,0,0,0,0,0,0,0,100419.686042,244257.694716,353840.181857,465617.742005,623547.102082,821022.652651,1022598.35666,1250564.75732,1536054.95208,1824025.19722,2036303.43185,2181183.8159,2414833.34571,2836954.56934,2960466.80511,3237954.20742,3540292.73808,3877360.6251,4073309.58156,4209150.19894,4422111.68181,4701674.55643,4953306.44833,5223288.58273,5488292.25576,5777301.51761,6086431.23393,6483737.04974,6784628.70497,7125949.20302,7435460.72896,7728909.838,8056339.31499,8257988.76323,8396594.36577,8768718.63055,9062526.12412,
0,0,0,0,0,0,0,0,0,0,0,143836.766198,253419.807973,365197.357079,523126.387386,720601.493084,922179.632952,1150142.65697,1435631.75554,1723601.74612,1935886.04193,2080760.61824,2314410.417,2736531.96464,2860044.39308,3137531.62652,3439869.99003,3776937.63807,3972886.55312,4108727.56097,4321688.75921,4601251.97239,4852883.77597,5122866.34815,5387869.8006,5676879.43887,5986009.19053,6383314.71003,6684206.62078,7025527.00115,7335038.29112,7628487.56865,7955916.58514,8157565.75868,8296171.39912,8668294.59029,8962102.29354,
0,0,0,0,0,0,0,0,0,0,0,0,109583.61767,221358.45039,379288.2983,576762.959989,778339.128065,1006304.77943,1291794.89356,1579764.68216,1792043.12341,1936924.8842,2170575.31697,2592697.33777,2716209.83248,2993696.82843,3296035.2129,3633101.80866,3829050.81409,3964891.70374,4177853.12698,4457416.17945,4709047.89064,4979030.70094,5244034.34332,5533044.11517,5842174.66223,6239480.07147,6540372.07168,6881692.49828,7191203.59946,7484652.59281,7812081.34808,8013730.47875,8152335.75229,8524458.9346,8818265.75721,
