91552290.4,91527309.5,91541110.6,91542350.9,91539952.3,91560996.5,91532634.2,91542374.5,91545692.8,91534467
91551661.3,91526676.6,91540478.4,91541721.6,91539311.7,91560373.6,91532012.8,91541770.2,91545068.5,91533854.8
91550615.2,91525548.8,91539347.5,91540611.8,91538180.9,91559249.3,91530937.4,91540754.8,91543967.6,91532751.2
91549974.8,91524912.5,91538699.3,91540007.7,91537545.9,91558617.2,91530307.1,91540143.8,91543334.3,91532145.1
91549813.5,91524747.4,91538524.1,91539827.7,91537379,91558439.1,91530146,91539963.2,91543173.5,91531976.9
91549742.2,91524707,91538470.6,91539783.2,91537333.5,91558397,91530104.1,91539897.6,91543120.7,91531921.2
91549705.8,91524675.9,91538435.4,91539746.8,91537300.5,91558364,91530066,91539857.5,91543081.8,91531878.1
91549670.9,91524645.8,91538404.6,91539714.6,91537268.1,91558336.2,91530035,91539825,91543046.8,91531847.9
91549640.8,91524616.1,91538374.8,91539682.5,91537241.7,91558311.9,91530005.4,91539794.7,91543019.9,91531819.2
91549615.8,91524589.6,91538351.9,91539652.8,91537219.8,91558288.1,91529978.1,91539765.5,91542995.1,91531795.4
91549601.6,91524574,91538335.9,91539631.5,91537200.6,91558270.2,91529960.5,91539753.3,91542974.6,91531780.5
91549588.7,91524559.8,91538321.5,91539614.2,91537185.2,91558257.8,91529945.8,91539741.9,91542959.1,91531766.7
91549575.9,91524545.6,91538308.7,91539599.1,91537171.9,91558246,91529931.4,91539730.8,91542946.2,91531753.6
91549563.7,91524534.2,91538297.7,91539587.3,91537158.9,91558234.4,91529917.1,91539719.7,91542935.1,91531740.7
91549552.6,91524523.8,91538284.9,91539576,91537146,91558223.4,91529902.9,91539709.1,91542924.1,91531727.6
91549541.5,91524513.6,91538274.1,91539565.2,91537134.3,91558212.5,91529892.3,91539699,91542913.7,91531717.7
91549531.3,91524504.4,91538264,91539556,91537122.6,91558201.5,91529879.2,91539689.2,91542902.7,91531708.1
91549522.2,91524495.4,91538254.4,91539547.5,91537114.6,91558191.6,91529866.3,91539679.3,91542892.9,91531698.9
91549513.2,91524487.1,91538245.1,91539538.6,91537106.9,91558184.3,91529856.9,91539669.6,91542884.6,91531690
91549504.3,91524479,91538236.3,91539530,91537099.5,91558177.1,91529848.4,91539661.9,91542874.8,91531680.8
91549496.7,91524471.5,91538228.2,91539521.6,91537091.8,91558170.8,91529840,91539654.2,91542866.6,91531672.5
91549487.8,91524464,91538220.2,91539513.3,91537084.6,91558163.6,91529832.3,91539647.5,91542858.5,91531664.1
91549480.5,91524456.5,91538212.6,91539505.2,91537076.9,91558157.3,91529826,91539640.4,91542851.2,91531656.2
91549472.5,91524449.4,91538205.4,91539497.8,91537069.8,91558151.9,91529819.5,91539633.7,91542844.6,91531648.4
91549466.9,91524442.7,91538198.7,91539491.4,91537063.6,91558146.7,91529813.1,91539627.1,91542837.3,91531641.1
91549458.9,91524436.5,91538192.1,91539486,91537058,91558141.5,91529807.2,91539620.8,91542831.4,91531634.4
91549453.4,91524429.8,91538185.7,91539481.2,91537052.3,91558136.3,91529801.3,91539614.2,91542824.2,91531628.2
91549448.3,91524424.2,91538180,91539476,91537046.1,91558131.2,91529795.6,91539608.2,91542819,91531622.1
91549443.1,91524419.1,91538173.5,91539471.3,91537040.5,91558126,91529790.3,91539602.2,91542814.5,91531616
91549438,91524413.5,91538168.9,91539466.2,91537035.1,91558121.4,91529785.4,91539596.9,91542808.7,91531610.5
91549433.1,91524408.4,91538164.6,91539461.5,91537030.1,91558116.7,91529780.5,91539591.8,91542803.5,91531604.9
91549428.2,91524403,91538160.4,91539456.4,91537025.6,91558112,91529776.1,91539588.1,91542799.3,91531599.5
91549423.3,91524398.2,91538156.4,91539451.7,91537021.2,91558108.3,91529772,91539584.8,91542794.5,91531594.6
91549419.1,91524393.7,91538152.7,91539447.1,91537017.1,91558104.1,91529768.5,91539582,91542790.3,91531589.2
91549415.2,91524389.3,91538149.2,91539443.2,91537013.3,91558100.4,91529765,91539579.3,91542786.1,91531584.6
91549411.6,91524385.2,91538145.8,91539439.6,91537009.6,91558096.9,91529761.8,91539577,91542782.8,91531580
91549408.4,91524381.3,91538142.4,91539436.3,91537006.3,91558093.7,91529758.9,91539574.7,91542779.6,91531576.1
91549405.2,91524377.2,91538139.1,91539433.2,91537003.2,91558090.7,91529756.4,91539572.6,91542776.7,91531572.7
91549402.4,91524374.1,91538136.2,91539430.3,91537000.8,91558087.7,91529754.7,91539571,91542773.8,91531570.1
91549400,91524372,91538133.6,91539427.5,91536999.6,91558084.8,91529753.3,91539569.8,91542772.1,91531567.6
91549398.3,91524370.2,91538131.1,91539425.1,91536999.1,91558082.5,91529752,91539568.8,91542770.8,91531566.6
91549397.3,91524368.5,91538129.1,91539423.3,91536998.6,91558081.1,91529750.7,91539567.9,91542769.7,91531565.8
91549396.8,91524367,91538127.2,91539421.6,91536998.1,91558079.9,91529749.5,91539568.3,91542769.2,91531566.7
91549397.8,91524365.6,91538125.3,91539420.3,91536998.4,91558079.1,91529748.4,91539567.6,91542770.1,91531568.1
91549399.9,91524365,91538123.8,91539419.6,91536999.2,91558080.3,91529748.5,91539568.3,91542772.1,91531570.8
91549404.1,91524365,91538126.6,91539421.8,91537004.1,91558085.4,91529752.8,91539569.6,91542774.6,91531574.1
